Product Name,Opportunity Owner,Opportunity Name,Created Date,Close Date,Close Month,Close Quarter,Close Year,Age,Stage,Probability,Forecast Category,ARR,TCV,Last Activity,Next Step
Product 1,Owner 2,862,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,863,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,864,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,865,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,866,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,867,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,868,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,869,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,870,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,871,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,872,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,873,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,874,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,875,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,876,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,877,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,878,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,879,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,880,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,881,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 2,882,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 3,883,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 3,884,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 3,885,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 3,886,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 3,887,7/2/2021,4/9/2021,Month 4,Q2,2,84,Closed Won,100%,Commit,"$31,250 ",,,Salesops update
Product 1,Owner 3,1035,3/13/2021,4/9/2021,Month 4,Q2,2,27,Closed Lost,0%,Omitted,"$150,000 ",,7/3/2021,confirm budget
Product 1,Owner 2,851,3/9/2021,4/9/2021,Month 4,Q2,2,335,Closed Won,100%,Commit,$0 ,,,Sales Ops Updates
Product 1,Owner 4,427,11/22/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,60%,Commit,"$150,000 ",,,PIR assigned to Lillian who is drafting a sample agenda to send to partner by end of week.
Product 2,Owner 3,260,11/5/2021,4/10/2021,Month 4,Q2,2,23,Contracting,75%,Commit,"$45,000 ",,3/13/2021,Send summary of Rob's talk
Product 3,Owner 1,1626,10/8/2021,4/10/2021,Month 4,Q2,2,23,Contracting,75%,Commit,"$65,000 ",,3/17/2021,Review Updated SOW with FP team
Product 2,Owner 4,496,10/3/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,50%,Commit,"$20,000 ",,2/24/2021,"HKJC is going through re-tenderding process per Nancy, so date is again TBD."
Product 3,Owner 3,1586,7/20/2021,4/10/2021,Month 4,Q2,2,23,Contracting,75%,Commit,"$11,000 ",,,Send Intuit Legal SU final offer
Product 1,Owner 1,561,4/3/2021,4/10/2021,Month 4,Q2,2,7,Closed Lost,0%,Omitted,"$180,000 ",,4/3/2021,Feedback from client on speakers
Product 3,Owner 1,1605,3/24/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,75%,Commit,"$85,000 ",,3/17/2021,First redlines to client submitted end of Feb 2020. SU legal waiting on Client legal
Product 3,Owner 1,1606,3/24/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,75%,Commit,"$50,000 ",,3/17/2021,First redlines to client submitted end of Feb 2020. SU legal waiting on Client legal
Product 3,Owner 1,1607,3/24/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,75%,Commit,"$25,000 ",,3/17/2021,First redlines to client submitted end of Feb 2020. SU legal waiting on Client legal
Product 3,Owner 1,1608,3/24/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,75%,Commit,"$90,000 ",,3/17/2021,First redlines to client submitted end of Feb 2020. SU legal waiting on Client legal
Product 1,Owner 1,1508,2/24/2021,4/10/2021,Month 4,Q2,2,23,SOW Drafting,50%,Commit,"$75,000 ",,3/17/2021,"Hold Faculty, Contracting with Google"
Product 3,Owner 1,1705,2/3/2021,4/10/2021,Month 4,Q2,2,23,Contracting,75%,Commit,"$50,000 ",,2/28/2021,Send Agreement
Product 2,Owner 3,908,3/28/2021,4/12/2021,Month 4,Q2,2,15,Closed Won,100%,Commit,"$25,000 ",,9/10/2021,cross-execution by SU Legal
Product 2,Owner 5,194,11/7/2020,4/12/2021,Month 4,Q2,2,156,Closed Lost,0%,Omitted,"$7,500 ",,4/8/2021,"Budget has changed, date has changed too; need final decision from client"
Product 1,Owner 2,1166,3/12/2020,4/13/2021,Month 4,Q2,2,26,SOW Drafting,50%,Commit,"$12,500 ",,3/5/2020,Awaiting decision from client
Product 1,Owner 4,441,1/7/2021,4/14/2021,Month 4,Q2,2,27,Pitching,25%,Pipeline,"$180,000 ",,,Follow up on email and meeting
Product 3,Owner 1,1653,9/28/2020,4/15/2021,Month 4,Q2,2,28,Engaging,10%,Pipeline,"$50,000 ",,6/14/2021,"They liked the sprint concept from meetings at GS 2018, but after follow up, they don't have budget for this. I'm re-engaging soon to vet for where they are at in their innovation journey."
Product 1,Owner 3,1829,1/9/2021,4/16/2021,Month 4,Q2,2,97,Closed Lost,0%,Omitted,"$150,000 ",,1/8/2021,discuss price internally
Product 1,Owner 3,1583,11/7/2021,4/17/2021,Month 4,Q2,2,30,Contracting,75%,Commit,"$60,000 ",,3/13/2021,Contracting
Product 2,Owner 1,592,4/16/2021,4/17/2021,Month 4,Q2,2,1,Closed Won,100%,Commit,"$10,000 ",,,Contract
Product 2,Owner 1,627,3/14/2021,4/17/2021,Month 4,Q2,2,34,Closed Won,100%,Commit,"$25,000 ",,6/21/2021,Melissa sent sales proposal; Client to give feedback on recommendations
Product 1,Owner 1,644,2/27/2021,4/17/2021,Month 4,Q2,2,49,Closed Lost,0%,Omitted,"$200,000 ",,4/17/2021,Feedback on proposal
Product 2,Owner 1,7,8/6/2020,4/17/2021,Month 4,Q2,2,254,Closed Won,100%,Commit,"$30,000 ",,5/14/2021,Contract
Product 2,Owner 1,586,2/13/2021,4/18/2021,Month 4,Q2,2,64,Closed Lost,0%,Omitted,"$30,000 ",,4/26/2021,SR Follow Up
Product 3,Owner 3,1364,4/10/2021,4/19/2021,Month 4,Q2,2,9,Closed Lost,0%,Omitted,"$200,000 ",,,"Check in with Eve, target call with Renu"
Product 1,Owner 1,1723,1/30/2021,4/19/2021,Month 4,Q2,2,79,Closed Lost,0%,Omitted,"$180,000 ",,,"Doris from CSC is setting up meetings for Marjan with these groups. Plan is for face to face meetings March 18th, 19th, 2019"
Product 2,Owner 2,121,3/19/2020,4/19/2021,Month 4,Q2,2,32,Engaging,10%,Pipeline,$0 ,,,do the program
Product 1,Owner 3,1862,4/2/2021,4/20/2021,Month 4,Q2,2,18,Closed Lost,0%,Omitted,"$94,500 ",,,FU with agenda if client accepts pricing
Product 1,Owner 3,1726,3/4/2021,4/20/2021,Month 4,Q2,2,33,Contracting,75%,Commit,"$25,000 ",,,Determine exact budget and Paul Roberts's availability
Product 1,Owner 3,1854,2/4/2021,4/20/2021,Month 4,Q2,2,75,Closed Lost,0%,Omitted,"$150,000 ",,,Scarlet FU on less expensive sponsorship or pairing with new sponsor
Product 1,Owner 3,269,4/3/2020,4/20/2021,Month 4,Q2,2,33,SOW Drafting,50%,Commit,"$15,000 ",,4/3/2020,Feedback on speakers + confirm availability
Product 1,Owner 2,1162,3/28/2020,4/20/2021,Month 4,Q2,2,33,Engaging,10%,Pipeline,"$150,000 ",,,Confirm Speaker
Product 2,Owner 1,1463,11/19/2020,4/21/2021,Month 4,Q2,2,153,Closed Lost,0%,Omitted,"$10,000 ",,1/8/2021,in conversation with client about teaming with SU Nordics
Product 2,Owner 1,1464,11/19/2020,4/21/2021,Month 4,Q2,2,153,Closed Lost,0%,Omitted,"$10,000 ",,1/8/2021,in conversation with client about teaming with SU Nordics
Product 2,Owner 1,1465,11/19/2020,4/21/2021,Month 4,Q2,2,153,Closed Lost,0%,Omitted,"$10,000 ",,1/8/2021,in conversation with client about teaming with SU Nordics
Product 2,Owner 1,1466,11/19/2020,4/21/2021,Month 4,Q2,2,153,Closed Lost,0%,Omitted,"$10,000 ",,1/8/2021,in conversation with client about teaming with SU Nordics
Product 3,Owner 3,914,1/18/2021,4/22/2021,Month 4,Q2,2,94,Closed Lost,0%,Omitted,"$100,000 ",,4/19/2021,SR Check In
Product 2,Owner 5,179,12/18/2020,4/22/2021,Month 4,Q2,2,125,Closed Won,100%,Commit,"$25,000 ",,6/7/2021,SU Legal to cross-execute
Product 3,Owner 5,1938,12/12/2020,4/22/2021,Month 4,Q2,2,131,Closed Lost,0%,Omitted,"$250,000 ",,,Waiting client to talk to Board for NDA and proposal approval
Product 1,Owner 3,354,11/15/2020,4/22/2021,Month 4,Q2,2,158,Closed Lost,0%,Omitted,"$100,000 ",,5/29/2021,Schedule Follow Up Call
Product 1,Owner 5,169,10/7/2020,4/22/2021,Month 4,Q2,2,197,Closed Lost,0%,Omitted,$1 ,,1/18/2021,Schedule Introductory Call
Product 1,Owner 3,894,2/5/2021,4/24/2021,Month 4,Q2,2,37,Pitching,25%,Pipeline,"$200,000 ",,2/11/2021,"Feedback on preliminary proposal, scoping call"
Product 2,Owner 3,915,8/29/2020,4/24/2021,Month 4,Q2,2,238,Closed Lost,0%,Omitted,"$20,000 ",,4/23/2021,SR Follow Up
Product 2,Owner 3,298,4/17/2021,4/26/2021,Month 4,Q2,2,9,Closed Lost,0%,Omitted,"$10,000 ",,,n/a
Product 2,Owner 7,47,3/7/2021,4/26/2021,Month 4,Q2,2,50,Closed Lost,0%,Omitted,"$40,000 ",,3/28/2021,"Client selected Amin, but he's being booked for URS, same day, trying to make both work"
Product 2,Owner 4,437,11/16/2020,4/26/2021,Month 4,Q2,2,161,Closed Lost,0%,Omitted,"$10,000 ",,3/14/2021,Jenna to confirm speaker and extend hold
Product 1,Owner 3,1719,11/12/2020,4/26/2021,Month 4,Q2,2,165,Closed Lost,0%,Omitted,"$75,000 ",,11/7/2020,FU in April & Schedule call with Renu and Maria CEO
Product 3,Owner 3,1720,11/12/2020,4/26/2021,Month 4,Q2,2,165,Closed Lost,0%,Omitted,"$150,000 ",,11/7/2020,FU in April & Schedule call with Renu and Maria CEO
Product 1,Owner 2,1136,3/30/2020,4/26/2021,Month 4,Q2,2,39,Engaging,10%,Pipeline,"$180,000 ",,2/28/2021,Confirm Speaker
Product 1,Owner 1,554,4/3/2020,4/27/2021,Month 4,Q2,2,40,SOW Drafting,50%,Commit,"$15,000 ",,,"shortlisted Nell as an alternative, awaiting confirmation fee works"
Product 1,Owner 4,501,8/27/2020,4/28/2021,Month 4,Q2,2,244,Closed Lost,0%,Omitted,"$270,000 ",,,start over
Product 1,Owner 4,502,8/27/2020,4/28/2021,Month 4,Q2,2,244,Closed Lost,0%,Omitted,"$270,000 ",,,start over
Product 1,Owner 4,498,2/7/2020,4/28/2021,Month 4,Q2,2,445,Closed Lost,0%,Omitted,"$99,999 ",,,start over
Product 1,Owner 1,1248,5/22/2021,4/29/2021,Month 4,Q2,2,42,Engaging,10%,Pipeline,"$75,000 ",,,TBD
Product 1,Owner 3,890,9/3/2020,4/29/2021,Month 4,Q2,2,238,Closed Lost,0%,Omitted,"$200,000 ",,5/20/2021,Email Follow Up | Client Unresponsive
Product 2,Owner 5,184,4/4/2021,4/30/2021,Month 4,Q2,2,26,Closed Won,100%,Commit,"$35,000 ",,,Decision from CMA on Daniel K or David R
Product 1,Owner 2,68,3/16/2021,4/30/2021,Month 4,Q2,2,43,Engaging,10%,Pipeline,"$90,000 ",,3/16/2021,Case Studies and Client Call
Product 1,Owner 2,1183,3/10/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$30,000 ",,3/17/2021,Confirm Amin and agree on speaking fee
Product 1,Owner 1,1843,3/10/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$100,000 ",,,Proposal Review & next Steps call with Sara
Product 1,Owner 3,944,2/27/2021,4/30/2021,Month 4,Q2,2,43,Engaging,10%,Pipeline,$0 ,,3/11/2021,Scheduling | attempting to schedule a follow up Zoom call following initial e-intro from Ryan.
Product 1,Owner 4,506,2/19/2021,4/30/2021,Month 4,Q2,2,43,Engaging,10%,Pipeline,"$90,000 ",,3/18/2021,Proposal (needs to be qualified by HSM as they're now managing the superlogica account)
Product 1,Owner 1,1872,2/18/2021,4/30/2021,Month 4,Q2,2,43,Engaging,10%,Pipeline,"$300,000 ",,,Response on Proposal
Product 1,Owner 1,1488,2/13/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$450,000 ",,3/11/2021,Next Steps discussion
Product 1,Owner 1,1489,2/13/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$300,000 ",,,Next Steps discussion
Product 1,Owner 3,1367,2/11/2021,4/30/2021,Month 4,Q2,2,43,Contracting,75%,Commit,"$107,000 ",,,Raju SOW out and new proposal
Product 1,Owner 2,1109,2/10/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$150,000 ",,2/20/2021,Confirm budget
Product 1,Owner 3,968,2/1/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$180,000 ",,2/17/2021,Feedback on proposal
Product 2,Owner 2,1116,1/21/2021,4/30/2021,Month 4,Q2,2,43,Contracting,75%,Commit,"$15,000 ",,3/3/2021,"Confirmation from Amin, then contract"
Product 1,Owner 1,547,1/17/2021,4/30/2021,Month 4,Q2,2,43,Pitching,25%,Pipeline,"$250,000 ",,2/20/2021,Proposal -- followed up and still nothing after 2 weeks
Product 1,Owner 2,716,11/26/2020,4/30/2021,Month 4,Q2,2,155,Closed Lost,0%,Omitted,"$150,000 ",,1/17/2021,Contact again on 13/18 with next steps
Product 3,Owner 5,1245,11/7/2020,4/30/2021,Month 4,Q2,2,174,Closed Lost,0%,Omitted,$0 ,,5/6/2021,Draft Proposal/Agenda w Renu
Product 1,Owner 3,897,6/29/2020,4/30/2021,Month 4,Q2,2,305,Closed Lost,0%,Omitted,"$150,000 ",,4/16/2021,SR Follow Up
Product 1,Owner 1,635,1/26/2020,4/30/2021,Month 4,Q2,2,459,Closed Lost,0%,Omitted,"$250,000 ",,5/9/2020,Gloria Macias-Lazaro (McKinsey Partner) attending in May; discussions tabled until after she attends EP.
Product 1,Owner 3,1939,10/11/2017,4/30/2021,Month 4,Q2,2,566,Closed Won,100%,Commit,"$300,000 ",,6/17/2021,Kris/Laila to get contract signed.
Product 1,Owner 2,715,7/10/2021,5/1/2021,Month 5,Q2,2,44,Pitching,25%,Pipeline,"$135,000 ",,2/21/2021,"Proposal Approval | awaiting decision from client contact, Johanna Fraki."
Product 1,Owner 3,1495,4/20/2021,5/1/2021,Month 5,Q2,2,44,Pitching,10%,Pipeline,"$350,000 ",,,Scarlet FU with Jason & CTO on 10XL proposal
Product 1,Owner 2,132,2/25/2021,5/1/2021,Month 5,Q2,2,65,Closed Won,100%,Commit,"$50,000 ",,,PO from Barclays
Product 1,Owner 1,602,9/14/2017,5/1/2021,Month 5,Q2,2,44,Pitching,25%,Pipeline,"$200,000 ",,,Confirm Speaker and Budget
Product 1,Owner 3,321,5/1/2021,5/3/2021,Month 5,Q2,2,2,Closed Lost,0%,Omitted,"$250,000 ",,5/17/2021,selection from Deloitte followed by contract
Product 1,Owner 3,933,4/8/2021,5/3/2021,Month 5,Q2,2,25,Closed Lost,0%,Omitted,"$150,000 ",,4/16/2021,Scoping call
Product 1,Owner 4,401,11/26/2020,5/3/2021,Month 5,Q2,2,158,Closed Won,100%,Commit,"$300,000 ",,,signed contract in-house
Product 1,Owner 5,235,3/13/2021,5/6/2021,Month 5,Q2,2,54,Closed Won,100%,Commit,"$20,000 ",,,"PO, solving Citi firewall issue"
Product 2,Owner 2,1115,2/21/2021,5/6/2021,Month 5,Q2,2,74,Closed Won,100%,Commit,"$25,000 ",,7/17/2021,awaiting cross-executed contract from SU Legal
Product 2,Owner 3,350,2/11/2021,5/6/2021,Month 5,Q2,2,84,Closed Lost,0%,Omitted,"$8,500 ",,6/12/2021,Melissa to check back in with Mandy on Feb 25th (2 weeks) regarding the final decision after they've reviewed materials on both speakers.
Product 2,Owner 3,970,12/14/2020,5/6/2021,Month 5,Q2,2,143,Closed Won,100%,Commit,"$30,000 ",,2/13/2021,"This request has changed; they booked someone for the summit, now adding this request"
Product 3,Owner 3,1875,11/26/2020,5/7/2021,Month 5,Q2,2,162,Closed Lost,0%,Omitted,"$75,000 ",,5/10/2021,Discussion with Lt. Col Spence
Product 1,Owner 2,1089,3/20/2021,5/9/2021,Month 5,Q2,2,50,Closed Lost,0%,Omitted,"$200,000 ",,5/9/2021,reviewing proposal with ISB team. Contact 5/1 to see if have budget approval
Product 1,Owner 2,1090,3/20/2021,5/9/2021,Month 5,Q2,2,50,Closed Lost,0%,Omitted,"$100,000 ",,5/9/2021,reviewing proposal with ISB team. Contact 5/1 to see if have budget approval
Product 2,Owner 3,1581,4/24/2021,5/10/2021,Month 5,Q2,2,16,Closed Won,100%,Commit,"$22,500 ",,5/15/2021,Have Johan make a speaker choice
Product 3,Owner 5,1727,1/22/2021,5/10/2021,Month 5,Q2,2,108,Closed Won,100%,Commit,"$155,000 ",,5/19/2021,Reminder to client for signed agreements
Product 1,Owner 1,1289,3/29/2017,5/10/2021,Month 5,Q2,2,772,Closed Lost,0%,Omitted,$0 ,,,revive conversations and follow up with Paloma
Product 1,Owner 1,1505,10/5/2016,5/10/2021,Month 5,Q2,2,947,Closed Lost,0%,Omitted,"$150,000 ",,3/26/2021,Re-engage with new stakeholders
Product 1,Owner 1,1192,7/20/2016,5/10/2021,Month 5,Q2,2,1024,Closed Lost,0%,Omitted,"$150,000 ",,6/7/2020,revive conversation
Product 3,Owner 1,1322,5/22/2021,5/13/2021,Month 5,Q2,2,56,SOW Drafting,50%,Commit,"$220,000 ",,2/20/2021,"As of 3/3/20, Client is pausing with SU to realign internally on the project they will focus on with us. 3/5: Update from Kyle N to MM: Client wants to expand the research scope so we will know more next week."
Product 2,Owner 7,50,1/31/2021,5/13/2021,Month 5,Q2,2,102,Closed Won,100%,Commit,"$15,000 ",,6/6/2021,"Awaiting revised contract from SU Legal (Received redlines from client on Fri 5/3, posted to Onit Mon 5/6)"
Product 1,Owner 2,782,6/29/2020,5/13/2021,Month 5,Q2,2,318,Closed Lost,0%,Omitted,"$100,000 ",,,Get feedback on proposal
Product 2,Owner 2,779,4/17/2021,5/14/2021,Month 5,Q2,2,27,Closed Lost,0%,Omitted,"$40,000 ",,4/17/2021,went with another speaker
Product 1,Owner 1,1480,3/25/2021,5/14/2021,Month 5,Q2,2,50,Closed Won,100%,Commit,"$105,000 ",,5/19/2021,Cross-executed. Sales Ops to invoice and mark this record closed/won
Product 2,Owner 3,1308,1/31/2021,5/14/2021,Month 5,Q2,2,103,Closed Won,100%,Commit,"$10,000 ",,6/10/2021,Rob signs CPE
Product 1,Owner 4,422,4/23/2020,5/15/2021,Month 5,Q2,2,58,SOW Drafting,50%,Commit,"$25,000 ",,5/23/2020,Obtain details from Ivana
Product 1,Owner 1,1328,11/16/2017,5/15/2021,Month 5,Q2,2,545,Closed Lost,0%,Omitted,"$10,000 ",,,waiting to hear back from Carle to schedule follow up call after their board meeting in december. reached out again beginning of jan 2018
Product 1,Owner 2,156,3/26/2020,5/16/2021,Month 5,Q2,2,59,SOW Drafting,50%,Commit,"$10,000 ",,,Confirm availability- FacOps
Product 1,Owner 3,279,4/9/2021,5/17/2021,Month 5,Q2,2,60,Pitching,25%,Pipeline,"$150,000 ",,4/9/2021,Feedback on recommendations
Product 1,Owner 5,229,3/13/2021,5/17/2021,Month 5,Q2,2,65,Closed Won,100%,Commit,"$20,000 ",,3/18/2021,new Rider delay
Product 1,Owner 2,711,4/11/2020,5/17/2021,Month 5,Q2,2,60,SOW Drafting,50%,Commit,"$30,000 ",,,Feedback on proposal
Product 2,Owner 2,1161,5/17/2021,5/20/2021,Month 5,Q2,2,3,Closed Won,100%,Commit,"$12,000 ",,,Sean Watson to send contract to Whirlpool (SB team sent)
Product 1,Owner 5,189,4/10/2021,5/20/2021,Month 5,Q2,2,40,Closed Won,100%,Commit,"$8,500 ",,2/26/2021,"Awaiting info from SU Canada (they made a mistake, so we may need to revise the agreement)"
Product 2,Owner 5,190,4/10/2021,5/20/2021,Month 5,Q2,2,40,Closed Won,100%,Commit,"$15,750 ",,2/26/2021,"Awaiting info from SU Canada (they made a mistake, so we may need to revise the agreement)"
Product 2,Owner 1,530,5/20/2021,5/21/2021,Month 5,Q2,2,1,Closed Won,100%,Commit,"$5,000 ",,,Cross Execute
Product 2,Owner 2,131,4/30/2021,5/21/2021,Month 5,Q2,2,21,Closed Won,100%,Commit,"$5,000 ",,,"Learned SU Legal can't send SOW, entities are different (this is US office and MPA is with UK office)"
Product 2,Owner 1,1706,2/24/2021,5/22/2021,Month 5,Q2,2,65,Engaging,25%,Pipeline,"$25,000 ",,2/25/2021,Client to confirm
Product 1,Owner 5,157,4/4/2020,5/22/2021,Month 5,Q2,2,65,SOW Drafting,50%,Commit,"$7,500 ",,,Feedback on proposal (cannot meet their ideal budget)
Product 1,Owner 2,1110,4/23/2021,5/24/2021,Month 5,Q2,2,31,Closed Lost,0%,Omitted,"$180,000 ",,3/18/2021,call with client to understand their needs and confirm speakers' availability
Product 2,Owner 3,1058,4/15/2021,5/24/2021,Month 5,Q2,2,39,Closed Won,100%,Commit,"$17,500 ",,2/28/2021,"Client has made decision, awaiting speaker's acceptance"
Product 1,Owner 3,1059,4/15/2021,5/24/2021,Month 5,Q2,2,39,Closed Won,100%,Commit,"$10,405 ",,2/28/2021,"Client has made decision, awaiting speaker's acceptance"
Product 1,Owner 3,1036,3/14/2020,5/24/2021,Month 5,Q2,2,67,Pitching,25%,Pipeline,"$25,000 ",,,This client fell off; emailed her one last time to determine if she's still interested in speakers we proposed
Product 2,Owner 3,1931,4/28/2021,5/28/2021,Month 5,Q2,2,30,Closed Lost,0%,Omitted,"$22,500 ",,,Convert to lost business unless budget changes
Product 1,Owner 1,1627,11/25/2021,5/29/2021,Month 5,Q2,2,72,Engaging,10%,Pipeline,"$50,000 ",,,Follow-up with Jason
Product 2,Owner 1,14,4/23/2021,5/29/2021,Month 5,Q2,2,36,Closed Lost,0%,Omitted,"$25,000 ",,5/16/2021,Nancy Giordano holding; client needs more time to make a decision
Product 1,Owner 1,1284,2/20/2021,5/29/2021,Month 5,Q2,2,72,Engaging,10%,Pipeline,"$150,000 ",,,Kristin to follow up via email
Product 1,Owner 1,1359,2/5/2021,5/29/2021,Month 5,Q2,2,72,Engaging,10%,Pipeline,"$180,000 ",,,Conference with the VP of innovation and Principal of new products
Product 2,Owner 1,1288,5/21/2021,5/30/2021,Month 5,Q2,2,9,Closed Won,100%,Commit,"$25,000 ",,5/24/2021,Contract signed by Client. Routed to SU via Onit
Product 3,Owner 1,1340,5/12/2021,5/30/2021,Month 5,Q2,2,18,Closed Won,100%,Commit,"$130,000 ",,12/4/2021,Contract with Client for review
Product 1,Owner 1,1246,7/31/2020,5/30/2021,Month 5,Q2,2,303,Closed Lost,0%,Omitted,$0 ,,7/18/2021,talk to Hajo about teaming to revive account
Product 1,Owner 2,789,10/4/2021,5/31/2021,Month 5,Q2,2,74,Pitching,25%,Pipeline,"$300,000 ",,1/10/2021,Proposal Review Call | 3/13/20
Product 2,Owner 5,191,5/24/2021,5/31/2021,Month 5,Q2,2,7,Closed Won,100%,Commit,"$18,000 ",,,"contract out to client, awaiting signed"
Product 1,Owner 1,1385,5/13/2021,5/31/2021,Month 5,Q2,2,18,Closed Lost,0%,Omitted,$1 ,,,Onit ticket created
Product 2,Owner 1,1327,5/12/2021,5/31/2021,Month 5,Q2,2,19,Closed Won,100%,Commit,"$45,000 ",,6/13/2021,Get Onit ticket done
Product 2,Owner 1,626,4/25/2021,5/31/2021,Month 5,Q2,2,36,Closed Lost,0%,Omitted,"$40,000 ",,6/6/2021,answer from Mo/Maurice
Product 1,Owner 3,342,4/10/2021,5/31/2021,Month 5,Q2,2,51,Closed Lost,0%,Omitted,"$90,000 ",,5/28/2021,"Made 3 attempts, they never showed up for the calls and we're running out of time"
Product 1,Owner 1,1655,1/7/2021,5/31/2021,Month 5,Q2,2,74,Engaging,10%,Pipeline,"$150,000 ",,1/22/2021,Discovery Call with SR
Product 1,Owner 2,850,1/12/2020,5/31/2021,Month 5,Q2,2,504,Closed Lost,0%,Omitted,"$35,000 ",,,re-ping at their request after earlier Budget issues derailed 2018 program
Product 1,Owner 2,1091,2/25/2021,6/1/2021,Month 6,Q2,2,96,Closed Lost,0%,Omitted,$1 ,,3/29/2021,Sibyl to schedule a call for next steps
Product 3,Owner 5,1530,7/23/2020,6/1/2021,Month 6,Q2,2,75,Pitching,25%,Pipeline,"$50,000 ",,4/26/2021,Client | still considering the program.
Product 3,Owner 5,1531,7/23/2020,6/1/2021,Month 6,Q2,2,75,Pitching,25%,Pipeline,"$200,000 ",,4/26/2021,Client | still considering the program.
Product 1,Owner 1,1515,11/13/2020,6/2/2021,Month 6,Q2,2,201,Closed Lost,0%,Omitted,"$125,000 ",,1/13/2021,in talks with client
Product 1,Owner 2,1163,5/28/2021,6/4/2021,Month 6,Q2,2,78,Engaging,10%,Pipeline,"$90,000 ",,5/31/2021,"Melissa sent additional speaker ideas, awaiting client to confirm budget and speakers of interest"
Product 1,Owner 3,351,11/9/2020,6/4/2021,Month 6,Q2,2,207,Closed Lost,0%,Omitted,"$150,000 ",,7/31/2021,Contacted 5/17 for 2nd attempt. Last attempt 5/21 then will close lost lead
